Id;Nome;Nome Entidade/Coletivo Cultural;Descrição Curta;Data de Criação;Data de Atualização;Tipo de agente da Rede Cultura Viva;Tipo;Pais;Estado;Município;Ações Estruturantes;Públicos que participam das ações;Área de experiência e temas;Atuação;Fonte
18084;Oscip Diálogos;Eliane Alves Rodrigues;A Diálogos e uma Associação Civil Sem Fins lucrativos, constituida em 24 de dezembro de 2003, qualificada como OSCIP nos termos de lei 9..790/99 pelo Ministério da Justça.;01/07/2016 18:04;05/07/2016 17:39;ponto;Coletivo;Brasil;PE;Olinda;;;;;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
16936;Ponto de Cultura Vivendo e Aprendendo;Eliz Galvão;Articular e desenvolver ações educativas de formação e qualificação artística cultural visando à inclusão pessoal, profissional e social de crianças, adolescentes, jovens e adultos de comunidade de baixa renda, contribuindo para o fortalecimento da educação básica para a cidadania, o empreendedorismo, o protagonismo juvenil, estimulando e preservando a dignidade, a autonomia e a solidariedade.;13/05/2016 14:55;01/04/2019 18:09;ponto;Coletivo;Brasil;PE;Camaragibe;;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
16369;Pontão de Cultura Poço Comprido;AFAV;O Pontão de Cultura Poço Comprido contempla instituições culturais e fazedores de cultura da Mata Norte do Estado de Pernambuco. Com sede no engenho Poço Comprido, área rural do Município de Vicência, interior de Pernambuco, atua com cultura popular, educação patrimonial, patrimônio histórico material e imaterial, cultura negra, audiovisual, comunidades ribeirinhas.;29/04/2016 17:23;01/09/2023 17:36;ponto;Coletivo;Brasil;PE;Vicência;;;;Produção Cultural, Artesanato, Cultura Negra, Cultura Popular, Educação, Patrimônio Cultural;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
15774;A Salgadrilha;Erasmo Gilberto Coentro Coentro;A entidade é voltada para a difusão, preservação e valorização da cultura popular;12/04/2016 08:41;02/10/2018 15:54;ponto;Coletivo;Brasil;PE;Lajedo;;;;Cultura Popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
14819;Kombi do Reggae Cultural e Digital;Armandinho Reggae;A Kombi do Reggae vem com o projeto cultura digital livre , a proposta então surge da necessidade de expandir as atividades que vem sendo realizada a mais de 10 (dez) anos de formação a partir da utilização da linguagem Rádio  Arte e cineclubismo . O ambiente digital da escola, ruas e praças vem sendo usados como espaço Multimídia e de produção de conteúdo para oficina de Rádio livre , com ses;10/03/2016 14:50;30/05/2016 16:19;ponto;Coletivo;Brasil;PE;Olinda;cultura digital, cultura, comunicação e mídia livre, cultura e educação;afro-brasileiros, grupos artísticos e culturais independentes, lgbt, idosos, crianças e adolescentes, mulheres, povos e comunidades tradicionais de matriz africana, estudantes, juventude, população de rua, público em geral, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, população de baixa renda;produção, cultura afro, esporte, música, cultural, capoeira, culturas populares, software livre, audiovisual, artes visuais, cultura digital, juventude, capacitação, contador de histórias;;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
14663;Sociedade Musical 15 de Novembro de Upatininga;Sociedade Musical 15 de Novembro de Upatininga;Não Informado;03/03/2016 23:13;11/10/2023 16:32;ponto;Coletivo;Brasil;PE;Aliança;livro, leitura e literatura, memória e patrimônio cultural, musica, intercâmbio e residências artístico-culturais, cultura e educação, cultura e juventude, cultura, infância e adolescência;estudantes, grupos artísticos e culturais independentes, pessoas com deficiência, população de baixa renda, crianças e adolescentes, mulheres, população rural, lgbt;produção, cultural, artes visuais, literatura, música, culturas populares, audiovisual, tradição oral;cinema, cultura popular, literatura, educação, leitura, museu, patrimônio imaterial;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
12597;EU CURTO OLINDA;Gilson Silva;Eu curto Olinda!;20/01/2016 20:34;29/03/2018 16:53;ponto;Coletivo;Não Informado;PE;Olinda;;;;;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
11850;Teatro Experimental de Arte-TEA;Pedro Henrique;OTeatro;31/12/2015 15:34;31/12/2015 15:31;ponto;Coletivo;Brasil;PE;Caruaru;grupos artísticos e culturais independentes, afro-brasileiros, lgbt, população de baixa renda, crianças e adolescentes, populações em áreas de vulnerabilidade social, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, juventude, estudantes;;;Cinema, Teatro, Pesquisa;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
10726;Mãe Terra;Elisa Maria;A Mãe Terra articula os jovens em torno da produção de alimento, arte e cultura, mas essencialmente existe pela defesa do direito humano à permanência na terra, ao trabalho e à cultura.;20/11/2015 23:24;22/03/2019 18:14;ponto;Coletivo;Brasil;PE;Recife;;;;Cultura Popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
10424;MARACATU ESTRELA BRILHANTE;MARACATU ESTRELA BRILHANTE;Não Informado;10/11/2015 00:10;27/05/2020 01:32;ponto;Coletivo;Brasil;PE;Nazaré da Mata;estudantes, afro-brasileiros, crianças e adolescentes, mulheres, público em geral, população de baixa renda, juventude, conhecimentos tradicionais, cultura, infância e adolescência, cultura e educação;afro-brasileiros, público em geral;cultural, produção, cultura afro, tradição oral, música;Música, Produção Cultural, Gestão Cultural, música, cultura negra;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
10238;Ponto Camaragibe de Arte e Cidadania;Centro Macambira;.;06/11/2015 13:14;26/03/2019 16:25;ponto;Coletivo;Não Informado;PE;Jaboatão dos Guararapes;;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
10004;iTeia  Rede Colaborativa de Cultura, arte e informação;Jatobá;O Portal iTEIA tem como missão ser o acervo da produção multimidia de centros culturais nacionais e internacionais, integrando e relacionando conteúdos das redes atuais, como por exemplo, o projeto Pontos de Cultura e o programa Casa Brasil.;03/11/2015 18:26;07/12/2016 19:07;ponto;Coletivo;Brasil;PE;Recife;grupos artísticos e culturais independentes, estudantes, juventude, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, usuários de internet em língua portuguesa, povos e comunidades tradicionais de matriz africana, ciganos, afro-brasileiros, indígenas, lgbt;;grupo de trabalho;Cultura Digital, Arte Digital, Comunicação, Mídias Sociais, Direito Autoral, Economia Criativa, Novas Mídias, Gestão Cultural, Pesquisa, Produção Cultural, Educação;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
9945;Centro Cultura Nordestina Letras & Artes;Salete Rêgo Barros;O espaço tem entre seus objetivos preservar a cultura regional para as futuras gerações buscando divulgar, expor, lançar e vender a produção artística e intelectual do autor nordestino.;03/11/2015 11:14;11/12/2016 09:12;ponto;Coletivo;Brasil;PE;Recife;grupos artísticos e culturais independentes, pessoas com deficiência, pessoas em situação de sofrimento psíquico;grupos artísticos e culturais independentes, idosos, crianças e adolescentes, estudantes, pessoas em situação de sofrimento psíquico, público em geral;capacitação, literatura, música, cultural, culturas populares, fotografia, artes cênicas, gastronomia, moda;Educação, Produção Cultural, Música, Literatura, Gastronomia, Cultura Popular, Artesanato, Livro, Leitura, Cinema, Teatro;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
9922;INSTITUTO DELTA ZERO PARA O DESENVOLVIMENTO DA ECONOMIA CRIATIVA;Paula de Renor;O Instituto Delta Zero nasceu do encontro, no Recife, do pessoal da Cultura e da Tecnologia, buscando plataformas comuns. É uma associação de empreendedores que buscam fazer da cultura e da tecnologia encontros para um mundo melhor, inclusivo, sustentável, de defesa da diversidade e dos direitos culturais de tod@s nós.;03/11/2015 02:59;29/02/2016 10:37;ponto;Coletivo;Brasil;PE;Recife;grupos artísticos e culturais independentes, estudantes, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, juventude, população rural, afro-brasileiros, povos e comunidades tradicionais de matriz africana, crianças e adolescentes, mulheres;;;Cinema, Cultura Digital, Cultura Popular, Direito Autoral, Televisão, Novas Mídias, Audiovisual, Comunicação, Patrimônio Imaterial, Produção Cultural, Mídias Sociais, Patrimônio Material, Economia Criativa, Pesquisa, Gestão Cultural, Jornalismo, Moda, Literatura, Design, Educação, Leitura, Música, Teatro, Livro, Meio Ambiente, Jogos Eletrônicos, Turismo;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
9861;ASSOCIACAO DA JUVENTUDE CAMPONESA NORDESTINA, TERRA LIVRE;Advane Silva Braga;ASSOCIACAO DA JUVENTUDE CAMPONESA NORDESTINA, TERRA LIVRE;01/11/2015 16:05;25/03/2019 16:23;ponto;Coletivo;Não Informado;PE;Recife;;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
8819;Bonecos de Pernambuco;Jorge Costa;Atuação no teatro de formas animadas, com foco na formação do artista bonequeiro.;20/10/2015 00:52;05/11/2018 15:09;ponto;Coletivo;Brasil;PE;Recife;pessoas com deficiência, grupos artísticos e culturais independentes, população de baixa renda, idosos, crianças e adolescentes, mulheres, estudantes, juventude, público em geral, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais;;fóruns;Cinema, Cultura Popular, Teatro, Arte de Rua, Televisão, Audiovisual, Produção Cultural;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
2443;MUSEU LAJEDENSE ADOLFINA PACHECO SÁ DOS SANTOS;Paulo Henrique Dias dos Santos;"O ""Museu Lajedense constitui fonte de pesquisa, ao visitante a análise de seu conteúdo, a reflexão sobre o momento em que foi produzida. Promover o Patrimônio Histórico, Cultural e Artístico de Lajedo é o principal objetivo da instituição. Por ofertar um espaço educativo sobre história, é aberto para todas as pessoas interessadas, inclusive profissionais da área da educação.";16/10/2015 21:10;01/09/2023 10:04;ponto;Coletivo;Brasil;PE;Lajedo;;;;Literatura, Patrimônio Material, Livro, História, Leitura, Museu, Patrimônio Imaterial, educação, história;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
2089;CEMUR;Nome: CEMUR;CEMUR;14/10/2015 14:58;21/02/2018 13:16;ponto;Coletivo;Não Informado;PE;Lagoa do Carro;;;;;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
1813;Brigada Hip Hop Pernambuco;Dj mas;Desde 1999 o projeto Brigada Hip Hop PE, traz os originais ensinamentos da cultura de rua e a preocupação de manter, através de seus elementos, que formam a cultura (Dança, Breakin, DJ, Mc e o Graffiti) uma identidade na construção da cidadania de crianças e adolescentes.;13/10/2015 21:15;22/02/2018 13:39;ponto;Coletivo;Brasil;PE;Recife;;;;Arquivo, Dança, Cultura Negra;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
1793;CENTRO CULTURAL CAMBINDA ESTRELA;CENTRO CULTURAL CAMBINDA ESTRELA;Não Informado;13/10/2015 20:15;17/09/2023 18:24;ponto;Coletivo;Brasil;PE;RECIFE;cultura e direitos humanos, conhecimentos tradicionais, cultura, infância e adolescência, cultura e juventude, cultura e educação, memória e patrimônio cultural, cultura, comunicação e mídia livre, religiosidade, cultura popular;afro-brasileiros, grupos artísticos e culturais independentes, lgbt, pessoas com deficiência, quilombolas, pessoas ou grupos vítimas de violência, idosos, crianças e adolescentes, mulheres, povos e comunidades tradicionais de matriz africana, populações em áreas de vulnerabilidade social, estudantes, juventude, público em geral, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais;cultura afro, gênero, cultural, culturas populares, juventude, tradição oral, comunicação direitos humanos, audiovisual, fotografia, artesanato, música, produção;audiovisual, artesanato, patrimônio imaterial, economia criativa, cultura lgbt, cultura popular, educação, produção cultural, cultura negra;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
1414;Encontro Cultural  Jovem Cidadão;Celso;O projeto Jovem Cidadão, é um Ponto de Cultura localizado na Rua Siqueira Campos nº. 22 em Cavaleiro, município de Jaboatão dos Guararapes/PE, Sede da Associação Musical e Cultural de Cavaleiro, que vem em seus objetivos gerais, promover através da musica a transformação de centenas de vidas de jovens e adolescentes em situação vulnerável ao risco, com idade entre 10 a 24 anos.;09/10/2015 11:09;26/03/2019 16:25;ponto;Coletivo;Brasil;PE;Jaboatão dos Guararapes;cultura e juventude;grupos artísticos e culturais independentes, população de baixa renda, crianças e adolescentes, mulheres, estudantes, juventude, público em geral;produção, cultural, música;Música, Dança, Cultura Popular, Esporte, cultura popular, música, produção cultural;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
1312;Centro Dramático Pajeú de Serra Talhada- PE;Centro Dramático Pajeú de Serra Talhada- PE;Não Informado;08/10/2015 15:06;20/09/2023 16:19;ponto;Coletivo;Brasil;PE;Serra Talhada;cultura, infância e adolescência, livro, leitura e literatura, cultura e direitos humanos;estudantes, juventude, crianças e adolescentes, mulheres, lgbt, quilombolas, população de baixa renda;produção, artes visuais, capoeira, hip hop, música, juventude, artes cênicas, comunicação direitos humanos;Cinema, Literatura, Teatro, Livro, artes visuais, cinema, cultura popular, música;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
786;Seu Malaquias  O Gigante do Alto;CLÁUDIO BRANDÃO DE OLIVEIRA;Referência para a comunidade do Alto dos Coqueiros (área caracterizada pela situação de vulnerabilidade e risco social), o projeto constitui um espaço de aglutinação, onde as pessoas se encontram, desenvolvem condutas e habilidades, produzem fantasias.;06/10/2015 17:05;30/09/2024 19:08;ponto;Coletivo;Brasil;PE;Recife;;;;Cultura Popular, Arte de Rua, Dança, Música, Patrimônio Imaterial, Produção Cultural, Cultura Negra, Fotografia, Gestão Cultural, Cultura Digital, Cultura LGBT, Arquivo, Economia Criativa, Rádio, Teatro, Televisão, arquivo, artes visuais, cultura popular, música, arte de rua, artesanato, dança, fotografia, patrimônio imaterial, produção cultural, teatro, turismo, novas mídias, gestão cultural, economia criativa, cultura lgbt, cultura digital, circo, arte digital, audiovisual, comunicação, cultura negra, design, educação, leitura, meio ambiente, museu, sociologia, pesquisa, televisão, patrimônio material, rádio, mídias sociais, esporte;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
