Id;Nome;Nome Entidade/Coletivo Cultural;Descrição Curta;Data de Criação;Data de Atualização;Tipo de agente da Rede Cultura Viva;Tipo;Pais;Estado;Município;Ações Estruturantes;Públicos que participam das ações;Área de experiência e temas;Atuação;Fonte
264122;ASSOCIAÇÃO DE MULHERES ARTESÃS FLOR DO BARRO;ASSOCIAÇÃO DE MULHERES ARTESÃS FLOR DO BARRO;Não Informado;01/12/2023 09:48;03/01/2024 20:32;ponto;Coletivo;Não Informado;PE;Caruaru;cultura e educação, memória e patrimônio cultural, conhecimentos tradicionais;idosos, público em geral, grupos artísticos e culturais independentes, lgbt, afro-brasileiros, mulheres, crianças e adolescentes, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, juventude, estudantes;capacitação, artesanato;artes visuais, patrimônio material, artesanato;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
263409;Grupo de Capoeira Herança de Angola;Grupo de Capoeira Herança de Angola;Não Informado;27/11/2023 18:13;28/01/2024 16:27;ponto;Coletivo;Não Informado;PE;Olinda;cultura e meio ambiente, cultura, infância e adolescência, memória e patrimônio cultural, livro, leitura e literatura, cultura e direitos humanos, cultura e juventude, cultura e educação, conhecimentos tradicionais;populações em áreas de vulnerabilidade social, pessoas ou grupos vítimas de violência, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, população rural, população de baixa renda, quilombolas, público em geral, povos e comunidades tradicionais de matriz africana, população em regime prisional, pessoas em situação de sofrimento psíquico, população de rua, pessoas com deficiência, mulheres, lgbt, indígenas, juventude, crianças e adolescentes, imigrantes, grupos artísticos e culturais independentes, estudantes, afro-brasileiros;tradição oral, música, meio ambiente, juventude, gênero, esporte, literatura, comunicação direitos humanos, culturas populares, cultura afro, contador de histórias, capoeira, capacitação, audiovisual, artesanato, cultural;teatro, sociologia, pesquisa, produção cultural, patrimônio material, patrimônio imaterial, museu, música, livro, meio ambiente, leitura, literatura, filosofia, esporte, história, gestão cultural, educação, dança, cultura popular, cultura negra, artesanato;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
262091;Grupo de Xaxado Zabelê;Grupo de Xaxado Zabelê;Não Informado;21/11/2023 11:18;07/12/2023 09:52;ponto;Coletivo;Não Informado;PE;Serra Talhada;memória e patrimônio cultural, oficinas, cultura, infância e adolescência, conhecimentos tradicionais, livro, leitura e literatura, cultura e saúde, cultura e meio ambiente, cultura e direitos humanos, cultura e educação, cultura e juventude;idosos, grupos assentados de reforma agrária, pessoas com deficiência, mulheres, crianças e adolescentes, afro-brasileiros, grupos artísticos e culturais independentes, lgbt, populações em áreas de vulnerabilidade social, população de baixa renda, pessoas ou grupos vítimas de violência, população sem teto, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, juventude, estudantes;juventude, contador de histórias, audiovisual, artes cênicas, meio ambiente, culturas populares, cultural, turismo, música, literatura, gênero, cultura afro, capacitação, artes visuais, produção;mídias sociais, literatura, produção cultural, turismo, museu, meio ambiente, leitura, educação, audiovisual, livro, saúde, teatro, música, cultura popular, artes visuais, dança;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
262064;ARS Produções;ARS Produções;ARS Produções é um estúdio independente de Serra Talhada-PE, dedicado à produção musical, realização de eventos e produção audiovisual. Especializado em rap, trap e outros gêneros, também apoia novos artistas, desenvolve projetos culturais e produz curtas-metragens que valorizam a arte e a cultura nordestina, consolidando-se como um espaço de criação, inovação e promoção cultural na região.;21/11/2023 00:43;18/11/2024 00:44;ponto;Coletivo;Não Informado;PE;Serra Talhada;;;;produção cultural, educação, audiovisual, arte de rua, música, mídias sociais, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
258933;CENTRO CULTURAL BOI TIRA TEIMA;CENTRO CULTURAL BOI TIRA TEIMA;Não Informado;20/10/2023 15:56;21/11/2023 12:21;ponto;Coletivo;Não Informado;PE;Caruaru;cultura e meio ambiente, cultura, comunicação e mídia livre, cultura e juventude, cultura, infância e adolescência, economia criativa e solidária, conhecimentos tradicionais, agente cultura viva, memória e patrimônio cultural;mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, população rural, público em geral, juventude, estudantes, populações em áreas de vulnerabilidade social, povos e comunidades tradicionais de matriz africana, pessoas em situação de sofrimento psíquico, mulheres, crianças e adolescentes, idosos, pessoas ou grupos vítimas de violência, população de baixa renda, quilombolas, pessoas com deficiência, lgbt, grupos artísticos e culturais independentes, afro-brasileiros;gastronomia, comunicação direitos humanos, tradição oral, juventude, cultura digital, contador de histórias, audiovisual, artes cênicas, meio ambiente, fotografia, culturas populares, artesanato, cultural, turismo, literatura, gênero, música, esporte, capacitação, cultura afro, artes visuais, produção;turismo, produção cultural, patrimônio imaterial, museu, história, educação, cultura negra, gestão cultural, economia criativa, dança, artesanato, teatro, patrimônio material, música, mídias sociais, literatura, gastronomia, cultura popular, antropologia, artes visuais;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
258912;Grupo de Dança Estilizarte;Grupo de Dança Estilizarte;Não Informado;20/10/2023 12:16;10/01/2024 13:58;ponto;Coletivo;Não Informado;PE;Lagoa Grande;cultura e educação, cultura e juventude, cultura, infância e adolescência, conhecimentos tradicionais;populações em áreas de vulnerabilidade social, grupos assentados de reforma agrária, população de baixa renda, quilombolas, ribeirinhos, público em geral, juventude, crianças e adolescentes, lgbt, grupos artísticos e culturais independentes, estudantes, afro-brasileiros;hip hop, artes cênicas, fotografia, artes visuais, contador de histórias, gastronomia, cultural, culturas populares, turismo;dança, produção cultural, turismo, arte de rua, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
258491;Moingobé;Moingobé;Não Informado;16/10/2023 21:24;01/08/2024 13:45;ponto;Coletivo;Não Informado;PE;Recife;conhecimentos tradicionais, intercâmbio e residências artístico-culturais, economia criativa e solidária;crianças e adolescentes, lgbt, mulheres, juventude, idosos, indígenas;moda, tradição oral, fotografia, artesanato;artesanato;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
258397;BENEFICÊNCIA CULTURAL E ARTE HUMANA PEDRO ÍNDIO;BENEFICÊNCIA CULTURAL E ARTE HUMANA PEDRO ÍNDIO;Não Informado;16/10/2023 19:38;16/10/2023 21:14;ponto;Coletivo;Não Informado;PE;Olinda;cultura e juventude, cultura e educação, livro, leitura e literatura, cultura e saúde, economia criativa e solidária;mulheres, população de baixa renda, população de rua, lgbt;música, literatura, culturas indígenas, cultura alimentar, culturas populares, hip hop, juventude, gastronomia, audiovisual, cultural, artesanato, artes visuais;audiovisual, cultura indígena, economia criativa, dança, educação, cultura negra, cultura popular, gastronomia, teatro, livro, artesanato;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
257725;BARRACAO DE MAE NADJA DE ANGOLA;BARRACAO DE MAE NADJA DE ANGOLA;Não Informado;16/10/2023 01:12;16/10/2023 17:17;ponto;Coletivo;Não Informado;PE;Recife;cultura e direitos humanos, agente cultura viva, cultura e juventude, memória e patrimônio cultural, cultura e educação, conhecimentos tradicionais;pessoas ou grupos vítimas de violência, populações em áreas de vulnerabilidade social, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, população de baixa renda, povos e comunidades tradicionais de matriz africana, público em geral, crianças e adolescentes, mulheres, juventude, lgbt, grupos artísticos e culturais independentes, afro-brasileiros;tradição oral, música, juventude, gênero, comunicação direitos humanos, culturas populares, cultura afro, cultural, produção;produção cultural, patrimônio imaterial, música, história, educação, dança, cultura negra, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
256846;CURICA;CURICA;Não Informado;13/10/2023 16:34;26/05/2024 19:55;ponto;Coletivo;Não Informado;PE;Goiana;intercâmbio e residências artístico-culturais, cultura e direitos humanos, cultura e juventude, cultura e educação, agente cultura viva, memória e patrimônio cultural, cultura, infância e adolescência, economia criativa e solidária, conhecimentos tradicionais;crianças e adolescentes, população de baixa renda, público em geral, juventude, estudantes, afro-brasileiros;capacitação, produção, cultural, música;patrimônio material, pesquisa, produção cultural, patrimônio imaterial, história, educação, cultura negra, gestão cultural, economia criativa, música, arquivo, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
256744;Nação do Maracatu Porto Rico;Nação do Maracatu Porto Rico;Não Informado;13/10/2023 11:16;25/05/2024 11:05;ponto;Coletivo;Não Informado;PE;Recife;economia criativa e solidária, cultura e saúde, cultura digital, cultura, comunicação e mídia livre, cultura e direitos humanos, cultura e juventude, cultura e educação, agente cultura viva, memória e patrimônio cultural, cultura, infância e adolescência, livro, leitura e literatura, intercâmbio e residências artístico-culturais, conhecimentos tradicionais;mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, população de rua, pescadores, juventude, imigrantes, estudantes, populações em áreas de vulnerabilidade social, grupos assentados de reforma agrária, povos e comunidades tradicionais de matriz africana, pessoas em situação de sofrimento psíquico, mulheres, crianças e adolescentes, idosos, populações de regiões fronteiriças, pessoas ou grupos vítimas de violência, população de baixa renda, quilombolas, população em regime prisional, pessoas com deficiência, lgbt, indígenas, grupos artísticos e culturais independentes, afro-brasileiros;tradição oral, comunicação direitos humanos, contador de histórias, audiovisual, fotografia, culturas populares, cultura alimentar, capoeira, artesanato, cultural, turismo, música, literatura, gênero, cultura afro, capacitação, artes visuais, produção;turismo, sociologia, produção cultural, patrimônio imaterial, museu, leitura, história, educação, cultura negra, comunicação, audiovisual, pesquisa, livro, gestão cultural, economia criativa, dança, artesanato, patrimônio material, música, literatura, gastronomia, cultura popular, cinema, artes visuais, arquivo, antropologia;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
256636;Mulheres Guerreiras;Mulheres Guerreiras;Não Informado;12/10/2023 18:01;21/12/2023 14:17;ponto;Coletivo;Não Informado;PE;Camaragibe;cultura e direitos humanos, economia criativa e solidária;populações em áreas de vulnerabilidade social, público em geral, juventude, idosos, mulheres, pessoas ou grupos vítimas de violência, grupos artísticos e culturais independentes;moda, produção, cultural, artesanato, gênero, capacitação;produção cultural, moda, economia criativa, artesanato, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
256406;Risco!;Risco!;Não Informado;11/10/2023 16:46;16/10/2023 20:00;ponto;Coletivo;Não Informado;PE;Recife;cultura, infância e adolescência, intercâmbio e residências artístico-culturais, economia criativa e solidária, cultura e juventude, cultura e educação, cultura digital, cultura, comunicação e mídia livre;mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, juventude, estudantes, povos e comunidades tradicionais de matriz africana, mulheres, crianças e adolescentes, idosos, população de baixa renda, pessoas com deficiência, indígenas, lgbt, grupos artísticos e culturais independentes, afro-brasileiros;música, gênero, capacitação, fotografia, internacional, juventude, cultura digital, audiovisual, artes cênicas, cultural, artes visuais, produção;sociologia, produção cultural, patrimônio imaterial, museu, história, fotografia, educação, design, cultura negra, comunicação, audiovisual, arte digital, pesquisa, novas mídias, gestão cultural, economia criativa, dança, cultura lgbt, cultura digital, música, mídias sociais, cinema, artes visuais;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
256315;INSTITUTO TIA LUIZA;INSTITUTO TIA LUIZA;Não Informado;11/10/2023 12:34;10/10/2024 23:53;ponto;Coletivo;Não Informado;PE;Olinda;intercâmbio e residências artístico-culturais, cultura digital, livro, leitura e literatura, agente cultura viva, cultura e educação, cultura e meio ambiente, cultura e direitos humanos, cultura e juventude, cultura, comunicação e mídia livre, memória e patrimônio cultural, cultura, infância e adolescência, economia criativa e solidária, conhecimentos tradicionais;população de rua, público em geral, população rural, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, povos e comunidades tradicionais de matriz africana, ribeirinhos, população sem teto, pessoas ou grupos vítimas de violência, população de baixa renda, quilombolas, juventude, mulheres, crianças e adolescentes, pessoas com deficiência, lgbt, indígenas, estudantes, grupos artísticos e culturais independentes, idosos, afro-brasileiros;artes visuais, audiovisual, turismo, comunicação direitos humanos, cultura digital, fotografia, artesanato, cultura alimentar, capoeira, capacitação, esporte, gênero, música, literatura, meio ambiente, tradição oral, juventude, gastronomia, contador de histórias, culturas populares, cultura afro, cultural, produção;produção cultural, jornalismo, novas mídias, rádio, comunicação, mídias sociais, esporte, filosofia, jogos eletrônicos, livro, teatro, audiovisual, cultura negra, educação, fotografia, história, leitura, meio ambiente, museu, patrimônio imaterial, patrimônio material, música, literatura, gestão cultural, gastronomia, dança, economia criativa, cultura lgbt, cultura digital, cultura indígena, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
256289;COLETIVO BEATS E TAMBORES BRASIL;COLETIVO BEATS E TAMBORES BRASIL;Não Informado;11/10/2023 11:37;15/10/2023 19:09;ponto;Coletivo;Não Informado;PE;Recife;intercâmbio e residências artístico-culturais, cultura, comunicação e mídia livre, cultura e juventude, cultura e direitos humanos, cultura e educação, economia criativa e solidária, conhecimentos tradicionais;povos e comunidades tradicionais de matriz africana, ribeirinhos, quilombolas, populações de regiões fronteiriças, grupos artísticos e culturais independentes, pessoas com deficiência, lgbt, juventude, mulheres, crianças e adolescentes, imigrantes, estudantes, indígenas, afro-brasileiros;culturas populares, moda, música, produção, culturas indígenas, cultura afro, hip hop, cultural;novas mídias, pesquisa, rádio, moda, produção cultural, patrimônio imaterial, música, literatura, cultura negra, arte de rua, dança, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
255275;SBS - ENGENHO DE ARTE;SBS - ENGENHO DE ARTE;Não Informado;07/10/2023 13:55;15/10/2023 08:13;ponto;Coletivo;Não Informado;PE;São Benedito do Sul;cultura circense, cultura e meio ambiente, cultura e direitos humanos, cultura e juventude, cultura e educação, memória e patrimônio cultural, cultura, infância e adolescência, livro, leitura e literatura, intercâmbio e residências artístico-culturais, economia criativa e solidária, conhecimentos tradicionais;populações atingida por barragens, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, juventude, estudantes, mulheres, crianças e adolescentes, idosos, população de baixa renda, quilombolas, lgbt, grupos artísticos e culturais independentes, afro-brasileiros;tradição oral, juventude, contador de histórias, audiovisual, artes cênicas, meio ambiente, fotografia, culturas populares, capoeira, artesanato, cultural, turismo, música, literatura, capacitação, artes visuais, produção, cultura afro;turismo, produção cultural, patrimônio imaterial, museu, meio ambiente, história, leitura, fotografia, educação, cultura negra, comunicação, audiovisual, pesquisa, livro, gestão cultural, dança, arte de rua, circo, artesanato, teatro, patrimônio material, música, literatura, cultura popular, cinema, economia criativa;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
255265;INSTITUTO MATERIALIZE IDEIAS;INSTITUTO MATERIALIZE IDEIAS;Educação, Sustentabilidade e Bem-Estar Integral. E a nossa missão é promover conhecimento, empoderamento social e conscientização do cuidado com o meio ambiente e do ser integral. Promover, capacitar e empoderar jovens e adultos de comunidades do Cabo de Santo Agostinho, através de ações e projetos educacionais, socioculturais e socioambientais que possam gerar renda com sustentabilidade.;07/10/2023 12:48;01/07/2024 18:07;ponto;Individual;Não Informado;PE;Cabo de Santo Agostinho;;;;história, patrimônio imaterial, moda, pesquisa, mídias sociais, educação, cultura lgbt, arte digital, design, comunicação, gastronomia, literatura, música, teatro, gestão cultural, livro, saúde, turismo, produção cultural, meio ambiente, leitura, fotografia, audiovisual, cultura negra, economia criativa, dança, cultura digital, artesanato, cultura popular, cinema, artes visuais;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
255031;Coletivo Xerém Cultural;Coletivo Xerém Cultural;Xerém Cultural;06/10/2023 10:38;23/04/2024 18:57;ponto;Coletivo;Não Informado;PE;Afogados da Ingazeira;;;;fotografia, audiovisual, cultura negra, educação, leitura, meio ambiente, produção cultural, gestão cultural, economia criativa, dança, cultura lgbt, circo, teatro, música, literatura, cultura popular, cinema, artes visuais;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
254262;musicos do Pajeú;musicos do Pajeú;Não Informado;03/10/2023 10:22;10/06/2024 17:22;ponto;Coletivo;Não Informado;PE;Tuparetama;cultura circense, cultura e direitos humanos, conhecimentos tradicionais, cultura, comunicação e mídia livre, cultura, infância e adolescência, cultura e juventude, cultura e educação, cultura e saúde, frevo, musica;pessoas em situação de sofrimento psíquico, pessoas ou grupos vítimas de violência, pessoas com deficiência, quilombolas, grupos assentados de reforma agrária, população rural, lgbt, indígenas, ciganos, idosos, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, juventude, estudantes, mulheres, crianças e adolescentes, população de baixa renda, grupos artísticos e culturais independentes, afro-brasileiros;cultural, culturas populares, música;dança, circo, artes visuais, cultura lgbt, produção cultural, patrimônio imaterial, cultura negra, música, cultura indígena, cultura cigana, arte de rua, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
254247;Curart;Curart;Não Informado;03/10/2023 09:00;17/10/2023 00:23;ponto;Coletivo;Não Informado;PE;Exu;cultura e meio ambiente, cultura e juventude, cultura e educação, memória e patrimônio cultural, economia criativa e solidária, conhecimentos tradicionais;populações em áreas de vulnerabilidade social, povos e comunidades tradicionais de matriz africana, população rural, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, população de baixa renda, quilombolas, indígenas, afro-brasileiros;culturas indígenas, cultura afro, contador de histórias, culturas populares;cultura indígena, cultura popular, patrimônio material, produção cultural, patrimônio imaterial, educação, cultura negra;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
253885;MARACATU NACAO BAQUE FORTE;MARACATU NACAO BAQUE FORTE;Não Informado;02/10/2023 11:14;15/10/2023 22:04;ponto;Coletivo;Não Informado;PE;Jaboatão dos Guararapes;memória e patrimônio cultural, cultura e direitos humanos, cultura e educação, economia criativa e solidária, conhecimentos tradicionais;mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, juventude, estudantes, populações em áreas de vulnerabilidade social, povos e comunidades tradicionais de matriz africana, mulheres, crianças e adolescentes, idosos, população de baixa renda, pessoas com deficiência, lgbt, grupos artísticos e culturais independentes, afro-brasileiros;tradição oral, juventude, meio ambiente, culturas populares, artesanato, cultural, música, cultura afro, capacitação, produção;produção cultural, patrimônio imaterial, cultura negra, dança, música, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
253606;COLETIVO DE CULTURA AFRO-BRASILEIRA BAQUE DE RUM;COLETIVO DE CULTURA AFRO-BRASILEIRA BAQUE DE RUM;Não Informado;01/10/2023 09:08;16/10/2024 13:13;ponto;Coletivo;Não Informado;PE;Caruaru;cultura e meio ambiente, cultura e direitos humanos, cultura e juventude, conhecimentos tradicionais, cultura e educação;mulheres, crianças e adolescentes, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, povos e comunidades tradicionais de matriz africana, grupos artísticos e culturais independentes, estudantes, afro-brasileiros;produção, tradição oral, música, moda, gastronomia, culturas populares, cultura afro, cultural;produção cultural, moda, cultura popular, música, dança, cultura negra, educação;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
253509;Agremiação Boi Arcoverde;Agremiação Boi Arcoverde;Não Informado;30/09/2023 15:10;30/09/2023 21:34;ponto;Coletivo;Não Informado;PE;Arcoverde;cultura circense, cultura e direitos humanos, cultura e juventude, cultura e educação, agente cultura viva, memória e patrimônio cultural, cultura e saúde, cultura digital, cultura, comunicação e mídia livre, cultura, infância e adolescência, livro, leitura e literatura, intercâmbio e residências artístico-culturais, economia criativa e solidária, conhecimentos tradicionais;mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, população de rua, juventude, estudantes, populações em áreas de vulnerabilidade social, povos e comunidades tradicionais de matriz africana, mulheres, crianças e adolescentes, idosos, população de baixa renda, pessoas com deficiência, lgbt, grupos artísticos e culturais independentes, afro-brasileiros;tradição oral, moda, juventude, comunicação direitos humanos, cultura digital, contador de histórias, audiovisual, artes cênicas, hip hop, fotografia, culturas populares, capoeira, artesanato, cultural, turismo, música, literatura, gênero, esporte, cultura afro, capacitação, artes visuais, produção;turismo, produção cultural, patrimônio imaterial, museu, história, fotografia, educação, design, cultura negra, audiovisual, arte digital, pesquisa, novas mídias, moda, livro, jornalismo, economia criativa, dança, cultura lgbt, cultura digital, circo, artesanato, arte de rua, teatro, patrimônio material, música, mídias sociais, esporte, jogos eletrônicos, cultura popular, cinema, artes visuais, arquivo;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
253435;Daruê Malungo;Daruê Malungo;Centro de atividades artísticas e culturais direcionadas as crianças e adolescentes, com atividades de capoeira, dança, formações em artes cênicas e produções culturais da periferia. O Daruê Malungo é coordenado pela Mestra Vilma e tem sua Coordenação Pedagógica e Artística feita pelo Diretor e Criador Orun Santana. Na casa atua ainda o Mestre Meia-noite e Obailê Santana - Bailarina.;30/09/2023 10:54;06/08/2024 11:40;ponto;Coletivo;Não Informado;PE;Recife;;;;patrimônio imaterial, produção cultural, educação, cultura negra, gestão cultural, economia criativa, dança, música;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
253128;Quilombo Cultural Casa Coletivo;Quilombo Cultural Casa Coletivo;Não Informado;29/09/2023 14:49;28/02/2024 22:25;ponto;Coletivo;Não Informado;PE;Olinda;cultura e educação, cultura, comunicação e mídia livre, memória e patrimônio cultural, conhecimentos tradicionais;mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, pescadores, juventude, estudantes, populações em áreas de vulnerabilidade social, povos e comunidades tradicionais de matriz africana, mulheres, crianças e adolescentes, idosos, população de baixa renda, quilombolas, lgbt, indígenas, grupos artísticos e culturais independentes, afro-brasileiros;tradição oral, juventude, comunicação direitos humanos, contador de histórias, audiovisual, meio ambiente, culturas populares, cultura alimentar, artesanato, cultural, turismo, música, literatura, gênero, culturas indígenas, cultura afro, capacitação, produção;turismo, sociologia, produção cultural, patrimônio imaterial, museu, meio ambiente, leitura, história, fotografia, educação, cultura negra, comunicação, audiovisual, pesquisa, livro, gestão cultural, filosofia, economia criativa, dança, música, literatura, cultura popular, cultura indígena, cinema, arquivo, antropologia;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
252969;ASSOCIAÇÃO CURADORIA CULTURAL DOS MESTRES PERNAMBUCANOS;ASSOCIAÇÃO CURADORIA CULTURAL DOS MESTRES PERNAMBUCANOS;Não Informado;29/09/2023 10:09;21/02/2024 09:52;ponto;Coletivo;Não Informado;PE;Glória do Goitá;cultura e direitos humanos, intercâmbio e residências artístico-culturais, cultura e educação, agente cultura viva, memória e patrimônio cultural, conhecimentos tradicionais, economia criativa e solidária;mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, população rural, juventude, estudantes, populações em áreas de vulnerabilidade social, povos e comunidades tradicionais de matriz africana, mulheres, crianças e adolescentes, idosos, população de baixa renda, grupos artísticos e culturais independentes, afro-brasileiros;capacitação, cultura afro, contador de histórias, juventude, culturas populares, artesanato, cultural, produção;gestão cultural, economia criativa, patrimônio imaterial, produção cultural, cultura negra, educação, artesanato, patrimônio material, gastronomia, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
252180;Centro Cultural Coco do Pneu;Centro Cultural Coco do Pneu;Não Informado;27/09/2023 16:23;10/11/2023 10:51;ponto;Coletivo;Não Informado;PE;Olinda;cultura, infância e adolescência, intercâmbio e residências artístico-culturais, cultura e saúde, cultura e direitos humanos, cultura e juventude, cultura e educação, agente cultura viva, memória e patrimônio cultural, cultura, comunicação e mídia livre, economia criativa e solidária, conhecimentos tradicionais;mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, população de rua, pescadores, juventude, imigrantes, estudantes, população sem teto, populações em áreas de vulnerabilidade social, povos e comunidades tradicionais de matriz africana, mulheres, crianças e adolescentes, idosos, população de baixa renda, pessoas com deficiência, lgbt, indígenas, grupos artísticos e culturais independentes, afro-brasileiros;tradição oral, audiovisual, hip hop, fotografia, culturas populares, capoeira, música, cultura afro, produção;sociologia, produção cultural, patrimônio imaterial, história, fotografia, cultura negra, comunicação, audiovisual, novas mídias, economia criativa, dança, artesanato, arte de rua, música, gastronomia, cultura popular, cinema, artes visuais, antropologia;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
251896;AMOTRANS;AMOTRANS;Não Informado;27/09/2023 11:07;03/10/2023 16:05;ponto;Coletivo;Não Informado;PE;recife;memória e patrimônio cultural, cultura e direitos humanos;populações em áreas de vulnerabilidade social, população de rua, público em geral, mulheres, pessoas em situação de sofrimento psíquico, população de baixa renda, grupos artísticos e culturais independentes, lgbt;comunicação direitos humanos, artes cênicas, cultural, gênero, produção;cultura lgbt, gestão cultural, teatro, patrimônio imaterial;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
251564;Circo do Monte;CIRCO DO MONTE;Cultura Circense;26/09/2023 19:43;08/11/2024 15:59;ponto;Coletivo;Não Informado;PE;Olinda;;;;produção cultural, meio ambiente, educação, cultura negra, audiovisual, arte de rua, circo, cultura lgbt, economia criativa, gestão cultural, pesquisa, teatro, música, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
251344;Os Severinos do Memorial;Os Severinos do Memorial;Não Informado;26/09/2023 15:42;16/09/2024 21:11;ponto;Coletivo;Não Informado;PE;Surubim;cultura e educação, cultura e meio ambiente, memória e patrimônio cultural;mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, populações em áreas de vulnerabilidade social, afro-brasileiros, população de baixa renda, grupos artísticos e culturais independentes, pessoas com deficiência, povos e comunidades tradicionais de matriz africana, população rural, público em geral, mulheres, crianças e adolescentes, estudantes, idosos;turismo, literatura, cultural, tradição oral, meio ambiente, culturas populares, artesanato, artes visuais;turismo, patrimônio imaterial, história, educação, cultura negra, economia criativa, dança, circo, artesanato, teatro, música, literatura, cinema, artes visuais, meio ambiente, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
